""	"X"	"PERSON_ID"	"FIRST_NAME"	"LAST_NAME"	"DISPLAY_FIRST_LAST"	"DISPLAY_LAST_COMMA_FIRST"	"DISPLAY_FI_LAST"	"BIRTHDATE"	"SCHOOL"	"COUNTRY"	"LAST_AFFILIATION"	"HEIGHT"	"WEIGHT"	"SEASON_EXP"	"JERSEY"	"POSITION"	"ROSTERSTATUS"	"TEAM_ID"	"TEAM_NAME"	"TEAM_ABBREVIATION"	"TEAM_CODE"	"TEAM_CITY"	"PLAYERCODE"	"FROM_YEAR"	"TO_YEAR"	"DLEAGUE_FLAG"
"767"	0	1924	"Lee"	"Nailon"	"Lee Nailon"	"Nailon, Lee"	"L. Nailon"	"1975-02-22T00:00:00"	"Texas Christian"	"US"	"Texas Christian/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"lee_nailon"	2000	2005	"N"
"768"	0	1926	"Ryan"	"Robertson"	"Ryan Robertson"	"Robertson, Ryan"	"R. Robertson"	"1976-10-02T00:00:00"	"Kansas"	"US"	"Kansas/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_ryan_robertson"	1999	1999	"N"
"769"	0	1928	"Todd"	"MacCulloch"	"Todd MacCulloch"	"MacCulloch, Todd"	"T. MacCulloch"	"1976-01-27T00:00:00"	"Washington"	"Canada"	"Washington ''99/Canada"	"7-0"	280	4	"11"	"Center"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"todd_macculloch"	1999	2003	"N"
"770"	0	1930	"Lari"	"Ketner"	"Lari Ketner"	"Ketner, Lari"	"L. Ketner"	"1977-02-01T00:00:00"	"Massachusetts"	"US"	"Massachusetts/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_lari_ketner"	1999	2000	"N"
"771"	0	1934	"Rodney"	"Buford"	"Rodney Buford"	"Buford, Rodney"	"R. Buford"	"1977-11-02T00:00:00"	"Creighton"	"US"	"Creighton/US"	"6-5"	195	4	"2"	"Forward-Guard"	"Active"	1610612751	"Nets"	"NJN"	"nets"	"New Jersey"	"rodney_buford"	1999	2004	"N"
"772"	0	1936	"Kris"	"Clack"	"Kris Clack"	"Clack, Kris"	"K. Clack"	"1977-07-06T00:00:00"	"Texas"	""	"Texas"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"kris_clack"	NA	NA	"Y"
"773"	0	1937	"Tim"	"Young"	"Tim Young"	"Young, Tim"	"T. Young"	"1976-02-06T00:00:00"	"Stanford"	"US"	"Stanford/US"	"7-2"	270	0	"55"	"Center"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"HISTADD_tim_young"	1999	1999	"N"
"774"	0	1938	"Manu"	"Ginobili"	"Manu Ginobili"	"Ginobili, Manu"	"M. Ginobili"	"1977-07-28T00:00:00"	"Bahia Blanca, Argentina"	"Argentina"	"Kinder Bologna/Argentina"	"6-6"	205	12	"20"	"Guard"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"emanuel_ginobili"	2002	2014	"N"
"775"	0	1942	"Harold"	"Jamison"	"Harold Jamison"	"Jamison, Harold"	"H. Jamison"	"1976-11-20T00:00:00"	"Clemson"	"US"	"Clemson ''99/US"	"6-9"	269	2	"40"	"Forward"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"HISTADD_harold_jamison"	1999	2002	"N"
"776"	0	1943	"Wayne"	"Turner"	"Wayne Turner"	"Turner, Wayne"	"W. Turner"	"1976-03-22T00:00:00"	"Kentucky"	"US"	"Kentucky/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_wayne_turner"	1999	1999	"N"
"777"	0	1944	"Eddie"	"Robinson"	"Eddie Robinson"	"Robinson, Eddie"	"E. Robinson"	"1976-04-19T00:00:00"	"Central Oklahoma"	"US"	"Central Oklahoma ''99/US"	"6-9"	210	4	"32"	"Forward"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"eddie_robinson"	1999	2003	"Y"
"778"	0	1950	"Andy"	"Panko"	"Andy Panko"	"Panko, Andy"	"A. Panko"	"1977-11-29T00:00:00"	"Lebanon Valley College"	"US"	"Lebanon Valley/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"andy_panko"	2000	2000	"N"
"779"	0	1952	"Raja"	"Bell"	"Raja Bell"	"Bell, Raja"	"R. Bell"	"1976-09-19T00:00:00"	"Florida International"	"U.S. Virgin Islands"	"Florida International/U.S. Virgin Islands"	"6-5"	210	11	"19"	"Guard"	"Active"	1610612762	"Jazz"	"UTA"	"jazz"	"Utah"	"raja_bell"	2000	2011	"N"
"780"	0	1953	"Lazaro"	"Borrell"	"Lazaro Borrell"	"Borrell, Lazaro"	"L. Borrell"	"1972-09-20T00:00:00"	"Cuba"	"US"	"No College/US"	"6-8"	220	0	"11"	"Forward"	"Active"	1610612760	"SuperSonics"	"SEA"	"thunder"	"Seattle"	"HISTADD_lazaro_borrell"	1999	1999	"N"
"781"	0	1954	"Jason"	"Miskiri"	"Jason Miskiri"	"Miskiri, Jason"	"J. Miskiri"	"1975-08-19T00:00:00"	"George Mason"	"US"	"George Mason ''99/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"jason_miskiri"	1999	1999	"N"
"782"	0	1956	"Ira"	"Newble"	"Ira Newble"	"Newble, Ira"	"I. Newble"	"1975-01-20T00:00:00"	"Miami, Ohio"	"US"	"Miami (Ohio)/US"	"6-7"	220	7	"14"	"Guard-Forward"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"ira_newble"	2000	2007	"N"
"783"	0	1960	"Milt"	"Palacio"	"Milt Palacio"	"Palacio, Milt"	"M. Palacio"	"1978-02-07T00:00:00"	"Colorado State"	"Belize"	"Colorado State/Belize"	"6-4"	210	6	"3"	"Guard"	"Active"	1610612762	"Jazz"	"UTA"	"jazz"	"Utah"	"milt_palacio"	1999	2005	"N"
"784"	0	1965	"Rick"	"Hughes"	"Rick Hughes"	"Hughes, Rick"	"R. Hughes"	"1973-08-22T00:00:00"	"Thomas More"	"US"	"Thomas More/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_rick_hughes"	1999	1999	"N"
"785"	0	1967	"Derek"	"Hood"	"Derek Hood"	"Hood, Derek"	"D. Hood"	"1976-12-22T00:00:00"	"Arkansas"	"US"	"Arkansas/US"	"6-8"	222	1	"55"	"Forward"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"derek_hood"	1999	2002	"N"
"786"	0	1972	"John"	"Morton"	"John Morton"	"Morton, John"	"J. Morton"	"1967-05-18T00:00:00"	"St. John's, N.Y."	"US"	"Seton Hall/US"	"6-3"	180	2	"23"	"Forward"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"HISTADD_john_morton"	1989	1991	"N"
"787"	0	1975	"Jamel"	"Thomas"	"Jamel Thomas"	"Thomas, Jamel"	"J. Thomas"	"1976-07-19T00:00:00"	"Providence"	"US"	"Providence/US"	"6-6"	219	1	"5"	"Forward"	"Active"	1610612751	"Nets"	"NJN"	"nets"	"New Jersey"	"HISTADD_jamel_thomas"	1999	2000	"N"
"788"	0	1983	"Jermaine"	"Jackson"	"Jermaine Jackson"	"Jackson, Jermaine"	"J. Jackson"	"1976-06-07T00:00:00"	"Unknown"	"US"	"Detroit/US"	"6-5"	204	4	"5"	"Guard"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"jermaine_jackson"	1999	2005	"Y"
"789"	0	1984	"Rickie"	"Winslow"	"Rickie Winslow"	"Winslow, Rickie"	"R. Winslow"	"1964-07-26T00:00:00"	"Houston"	"US"	"Houston/US"	"6-8"	225	0	"31"	"Forward"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"HISTADD_rickie_winslow"	1987	1987	"N"
"790"	0	1985	"Zendon"	"Hamilton"	"Zendon Hamilton"	"Hamilton, Zendon"	"Z. Hamilton"	"1975-04-29T00:00:00"	"St. John's, N.Y."	"US"	"St. John's/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"zendon_hamilton"	2000	2005	"Y"
"791"	0	2000	"Dedric"	"Willoughby"	"Dedric Willoughby"	"Willoughby, Dedric"	"D. Willoughby"	"1974-05-27T00:00:00"	"Iowa State"	"US"	"Iowa State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_dedric_willoughby"	1999	1999	"N"
"792"	0	2030	"Kenyon"	"Martin"	"Kenyon Martin"	"Martin, Kenyon"	"K. Martin"	"1977-12-30T00:00:00"	"Cincinnati"	"USA"	"Cincinnati/USA"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"kenyon_martin"	2000	2014	"N"
"793"	0	2031	"Stromile"	"Swift"	"Stromile Swift"	"Swift, Stromile"	"S. Swift"	"1979-11-21T00:00:00"	"Louisiana State"	"US"	"Louisiana State/US"	"6-10"	220	8	"4"	"Forward-Center"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"stromile_swift"	2000	2008	"N"
"794"	0	2032	"Darius"	"Miles"	"Darius Miles"	"Miles, Darius"	"D. Miles"	"1981-10-09T00:00:00"	"East St. Louis HS (IL)"	"US"	"East St. Louis HS (IL)/US"	"6-9"	235	6	"3"	"Forward"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"darius_miles"	2000	2008	"N"
"795"	0	2033	"Marcus"	"Fizer"	"Marcus Fizer"	"Fizer, Marcus"	"M. Fizer"	"1978-08-10T00:00:00"	"Iowa State"	"US"	"Iowa State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"marcus_fizer"	2000	2007	"Y"
"796"	0	2034	"Mike"	"Miller"	"Mike Miller"	"Miller, Mike"	"M. Miller"	"1980-02-19T00:00:00"	"Florida"	"USA"	"Florida/USA"	"6-8"	218	14	"18"	"Guard-Forward"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"mike_miller"	2000	2014	"N"
"797"	0	2035	"DerMarr"	"Johnson"	"DerMarr Johnson"	"Johnson, DerMarr"	"D. Johnson"	"1980-05-05T00:00:00"	"Cincinnati"	"US"	"Cincinnati/US"	"6-9"	210	6	"1"	"Forward-Guard"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"dermarr_johnson"	2000	2007	"Y"
"798"	0	2036	"Chris"	"Mihm"	"Chris Mihm"	"Mihm, Chris"	"C. Mihm"	"1979-07-16T00:00:00"	"Texas"	"US"	"Texas/US"	"7-0"	265	8	"4"	"Center"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"chris_mihm"	2000	2008	"N"
"799"	0	2037	"Jamal"	"Crawford"	"Jamal Crawford"	"Crawford, Jamal"	"J. Crawford"	"1980-03-20T00:00:00"	"Michigan"	"USA"	"Michigan/USA"	"6-5"	200	14	"11"	"Guard"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"jamal_crawford"	2000	2014	"N"
"800"	0	2038	"Joel"	"Przybilla"	"Joel Przybilla"	"Przybilla, Joel"	"J. Przybilla"	"1979-10-10T00:00:00"	"Minnesota"	"USA"	"Minnesota/USA"	"7-1"	245	12	"10"	"Center"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"joel_przybilla"	2000	2012	"N"
"801"	0	2039	"Keyon"	"Dooling"	"Keyon Dooling"	"Dooling, Keyon"	"K. Dooling"	"1980-05-08T00:00:00"	"Missouri"	"USA"	"Missouri/USA"	"6-3"	195	12	"55"	"Guard"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"keyon_dooling"	2000	2012	"Y"
"802"	0	2040	"Jerome"	"Moiso"	"Jerome Moiso"	"Moiso, Jerome"	"J. Moiso"	"1978-06-15T00:00:00"	"UCLA"	"France"	"UCLA/France"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"jerome_moiso"	2000	2004	"N"
"803"	0	2041	"Etan"	"Thomas"	"Etan Thomas"	"Thomas, Etan"	"E. Thomas"	"1978-04-01T00:00:00"	"Syracuse"	"US"	"Syracuse/US"	"6-10"	260	8	"36"	"Center"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"etan_thomas"	2001	2010	"N"
"804"	0	2042	"Courtney"	"Alexander"	"Courtney Alexander"	"Alexander, Courtney"	"C. Alexander"	"1977-04-27T00:00:00"	"Fresno State"	"US"	"Fresno State/US"	"6-5"	205	3	"32"	"Guard"	"Active"	1610612740	"Hornets"	"NOH"	"pelicans"	"New Orleans"	"courtney_alexander"	2000	2003	"N"
"805"	0	2043	"Mateen"	"Cleaves"	"Mateen Cleaves"	"Cleaves, Mateen"	"M. Cleaves"	"1977-09-07T00:00:00"	"Michigan State"	"US"	"Michigan State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"mateen_cleaves"	2000	2005	"Y"
"806"	0	2044	"Jason"	"Collier"	"Jason Collier"	"Collier, Jason"	"J. Collier"	"1977-09-08T00:00:00"	"Georgia Tech"	"US"	"Georgia Tech/US"	"7-0"	260	4	"40"	"Center"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"jason_collier"	2000	2004	"N"
"807"	0	2045	"Hedo"	"Turkoglu"	"Hedo Turkoglu"	"Turkoglu, Hedo"	"H. Turkoglu"	"1979-03-19T00:00:00"	"Istanbul, Turkey"	"Turkey"	"Efes Pilsen/Turkey"	"6-10"	220	14	"15"	"Forward"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"hidayet_turkoglu"	2000	2014	"N"
"808"	0	2046	"Desmond"	"Mason"	"Desmond Mason"	"Mason, Desmond"	"D. Mason"	"1977-10-11T00:00:00"	"Oklahoma State"	"US"	"Oklahoma State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"desmond_mason"	2000	2009	"N"
"809"	0	2047	"Quentin"	"Richardson"	"Quentin Richardson"	"Richardson, Quentin"	"Q. Richardson"	"1980-04-13T00:00:00"	"DePaul"	"USA"	"DePaul/USA"	"6-6"	228	12	"55"	"Forward"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"quentin_richardson"	2000	2012	"N"
"810"	0	2048	"Jamaal"	"Magloire"	"Jamaal Magloire"	"Magloire, Jamaal"	"J. Magloire"	"1978-05-21T00:00:00"	"Kentucky"	"Canada"	"Kentucky/Canada"	"6-11"	265	11	"21"	"Center"	"Active"	1610612761	"Raptors"	"TOR"	"raptors"	"Toronto"	"jamaal_magloire"	2000	2011	"N"
"811"	0	2049	"Speedy"	"Claxton"	"Speedy Claxton"	"Claxton, Speedy"	"S. Claxton"	"1978-05-08T00:00:00"	"Hofstra"	"US"	"Hofstra/US"	"5-11"	170	6	"12"	"Guard"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"speedy_claxton"	2001	2008	"N"
"812"	0	2050	"Morris"	"Peterson"	"Morris Peterson"	"Peterson, Morris"	"M. Peterson"	"1977-08-26T00:00:00"	"Michigan State"	"US"	"Michigan State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"morris_peterson"	2000	2010	"N"
"813"	0	2051	"Donnell"	"Harvey"	"Donnell Harvey"	"Harvey, Donnell"	"D. Harvey"	"1980-08-26T00:00:00"	"Florida"	"US"	"Florida/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"donnell_harvey"	2000	2004	"N"
"814"	0	2052	"DeShawn"	"Stevenson"	"DeShawn Stevenson"	"Stevenson, DeShawn"	"D. Stevenson"	"1981-04-03T00:00:00"	"Washington Union HS (CA)"	"USA"	"Washington Union HS (CA)/USA"	"6-5"	218	12	"92"	"Forward-Guard"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"deshawn_stevenson"	2000	2012	"N"
"815"	0	2053	"Dalibor"	"Bagaric"	"Dalibor Bagaric"	"Bagaric, Dalibor"	"D. Bagaric"	"1980-07-02T00:00:00"	"Croatia"	"Croatia"	"Croatia/Croatia"	"7-1"	290	2	"11"	"Center"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"dalibor_bagaric"	2000	2002	"N"
"816"	0	2054	"Jake"	"Tsakalidis"	"Jake Tsakalidis"	"Tsakalidis, Jake"	"J. Tsakalidis"	"1979-06-10T00:00:00"	"Greece"	"Greece"	"Greece/Greece"	"7-2"	290	6	"25"	"Center"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"jake_tsakalidis"	2000	2006	"N"
"817"	0	2055	"Mamadou"	"N'diaye"	"Mamadou N'diaye"	"N'diaye, Mamadou"	"M. N'diaye"	"1975-06-16T00:00:00"	"Auburn"	"Senegal"	"Auburn/Senegal"	"7-0"	255	4	"34"	"Center"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"mamadou_ndiaye"	2000	2004	"N"
"818"	0	2056	"Primoz"	"Brezec"	"Primoz Brezec"	"Brezec, Primoz"	"P. Brezec"	"1979-10-02T00:00:00"	"Postojna, Slovenia"	"Slovenia"	"Postojna, Slovenia/Slovenia"	"7-1"	255	7	"9"	"Center"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"primoz_brezec"	2001	2009	"N"
"819"	0	2057	"Erick"	"Barkley"	"Erick Barkley"	"Barkley, Erick"	"E. Barkley"	"1978-02-21T00:00:00"	"St. John's, N.Y."	"US"	"St. John''s '02/US"	"6-1"	185	2	"1"	"Guard"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"HISTADD_erick_barkley"	2000	2002	"N"
"820"	0	2058	"Mark"	"Madsen"	"Mark Madsen"	"Madsen, Mark"	"M. Madsen"	"1976-01-28T00:00:00"	"Stanford"	"US"	"Stanford/US"	"6-9"	255	8	"35"	"Forward"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"mark_madsen"	2000	2008	"N"
"821"	0	2059	"Eduardo"	"Najera"	"Eduardo Najera"	"Najera, Eduardo"	"E. Najera"	"1976-07-11T00:00:00"	"Oklahoma"	"Mexico"	"Oklahoma/Mexico"	"6-8"	235	11	"21"	"Forward"	"Active"	1610612766	"Bobcats"	"CHA"	"hornets"	"Charlotte"	"eduardo_najera"	2000	2011	"N"
"822"	0	2060	"Marko"	"Jaric"	"Marko Jaric"	"Jaric, Marko"	"M. Jaric"	"1978-12-10T00:00:00"	"Belgrade, Serbia"	"Serbia"	"Belgrade, Serbia"	"6-7"	224	6	"55"	"Guard"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"marko_jaric"	2002	2008	"N"
"823"	0	2061	"Dan"	"Langhi"	"Dan Langhi"	"Langhi, Dan"	"D. Langhi"	"1977-11-28T00:00:00"	"Vanderbilt"	"US"	"Vanderbilt ''00/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"dan_langhi"	2000	2003	"N"
"824"	0	2062	"A.J."	"Guyton"	"A.J. Guyton"	"Guyton, A.J."	"A. Guyton"	"1978-02-12T00:00:00"	"Indiana"	"US"	"Indiana ''00/US"	"6-2"	185	2	"11"	"Guard"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"aj_guyton"	2000	2002	"N"
"825"	0	2063	"Jake"	"Voskuhl"	"Jake Voskuhl"	"Voskuhl, Jake"	"J. Voskuhl"	"1977-11-01T00:00:00"	"Connecticut"	"US"	"Connecticut/US"	"6-11"	255	8	"77"	"Center"	"Active"	1610612761	"Raptors"	"TOR"	"raptors"	"Toronto"	"jake_voskuhl"	2000	2008	"N"
"826"	0	2064	"Khalid"	"El-Amin"	"Khalid El-Amin"	"El-Amin, Khalid"	"K. El-Amin"	"1979-04-25T00:00:00"	"Connecticut"	"US"	"Connecticut ''01/US"	"5-10"	200	1	"11"	"Guard"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"HISTADD_khalid_el-amin"	2000	2002	"N"
"827"	0	2065	"Mike"	"Smith"	"Mike Smith"	"Smith, Mike"	"M. Smith"	"1976-04-15T00:00:00"	"N.E. Louisiana"	"US"	"Bossier Parish CC LA; Louisiana-Monroe/US"	"6-8"	195	0	"40"	"Forward"	"Active"	1610612764	"Wizards"	"WAS"	"wizards"	"Washington"	"mike_smith"	2000	2000	"N"
"828"	0	2066	"Soumaila"	"Samake"	"Soumaila Samake"	"Samake, Soumaila"	"S. Samake"	"1978-03-18T00:00:00"	"Mali"	"Mali"	"Republic of Mali/Mali"	"6-10"	240	1	"0"	"Center"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"soumaila_samake"	2000	2002	"N"
"829"	0	2067	"Eddie"	"House"	"Eddie House"	"House, Eddie"	"E. House"	"1978-05-14T00:00:00"	"Arizona State"	"US"	"Arizona State/US"	"6-1"	190	10	"55"	"Guard"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"eddie_house"	2000	2010	"N"
"830"	0	2068	"Lavor"	"Postell"	"Lavor Postell"	"Postell, Lavor"	"L. Postell"	"1978-02-26T00:00:00"	"St. John's, N.Y."	"US"	"St. John''s (N.Y.) '00/US"	"6-5"	215	2	"7"	"Guard-Forward"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"lavor_postell"	2000	2002	"N"
"831"	0	2069	"Hanno"	"Mottola"	"Hanno Mottola"	"Mottola, Hanno"	"H. Mottola"	"1976-09-09T00:00:00"	"Utah"	"Finland"	"Utah/Finland"	"6-11"	247	1	"13"	"Center-Forward"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"HISTADD_hanno_mottola"	2000	2001	"N"
"832"	0	2071	"Olumide"	"Oyedeji"	"Olumide Oyedeji"	"Oyedeji, Olumide"	"O. Oyedeji"	"1981-05-11T00:00:00"	"Nigeria"	"Nigeria"	"Nigeria/Nigeria"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"chinagames"	2000	2007	"N"
"833"	0	2072	"Michael"	"Redd"	"Michael Redd"	"Redd, Michael"	"M. Redd"	"1979-08-24T00:00:00"	"Ohio State"	"USA"	"Ohio State/USA"	"6-6"	215	11	"22"	"Guard"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"michael_redd"	2000	2011	"N"
"834"	0	2073	"Brian"	"Cardinal"	"Brian Cardinal"	"Cardinal, Brian"	"B. Cardinal"	"1977-05-02T00:00:00"	"Purdue"	"USA"	"Purdue/USA"	"6-8"	240	11	"35"	"Forward"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"brian_cardinal"	2000	2011	"N"
"835"	0	2074	"Jabari"	"Smith"	"Jabari Smith"	"Smith, Jabari"	"J. Smith"	"1977-02-12T00:00:00"	"Louisiana State"	"US"	"Louisiana State/US"	"6-11"	250	3	"55"	"Center"	"Active"	1610612751	"Nets"	"NJN"	"nets"	"New Jersey"	"jabari_smith"	2000	2004	"N"
"836"	0	2078	"Jason"	"Hart"	"Jason Hart"	"Hart, Jason"	"J. Hart"	"1978-04-29T00:00:00"	"Syracuse"	"US"	"Syracuse/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"jason_hart"	2000	2009	"N"
"837"	0	2079	"Kaniel"	"Dickens"	"Kaniel Dickens"	"Dickens, Kaniel"	"K. Dickens"	"1978-07-21T00:00:00"	"Idaho"	"US"	"Idaho/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"kaniel_dickens"	2003	2007	"Y"
"838"	0	2080	"Igor"	"Rakocevic"	"Igor Rakocevic"	"Rakocevic, Igor"	"I. Rakocevic"	"1978-03-29T00:00:00"	"Russia"	"Serbia and Montenegro"	"No College/Serbia and Montenegro"	"6-2"	184	0	"36"	"Guard"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"igor_rakocevic"	2002	2002	"N"
"839"	0	2081	"Ernest"	"Brown"	"Ernest Brown"	"Brown, Ernest"	"E. Brown"	"1979-05-17T00:00:00"	"Indian Hills C.C."	"US"	"Indian Hills CC IA ''00/US"	"7-0"	244	1	"52"	"Center"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"ernest_brown"	2001	2003	"N"
"840"	0	2082	"Dan"	"McClintock"	"Dan McClintock"	"McClintock, Dan"	"D. McClintock"	"1977-04-19T00:00:00"	"Northern Arizona"	"US"	"Northern Arizona/US"	"7-0"	270	0	"50"	"Center"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"HISTADD_dan_mcclintock"	2000	2000	"N"
"841"	0	2084	"Chris"	"Porter"	"Chris Porter"	"Porter, Chris"	"C. Porter"	"1978-05-09T00:00:00"	"Auburn"	"US"	"Chipola JC FL; Auburn/US"	"6-7"	218	0	"4"	"Forward"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"HISTADD_chris_porter"	2000	2000	"Y"
"842"	0	2091	"Daniel"	"Santiago"	"Daniel Santiago"	"Santiago, Daniel"	"D. Santiago"	"1976-06-24T00:00:00"	"Portland"	"Puerto Rico"	"St. Vincent/Puerto Rico"	"7-1"	256	3	"15"	"Center"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"daniel_santiago"	2000	2004	"N"
"843"	0	2092	"Ruben"	"Garces"	"Ruben Garces"	"Garces, Ruben"	"R. Garces"	"1973-10-17T00:00:00"	"Providence"	"US"	"Providence/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_ruben_garces"	2000	2000	"N"
"844"	0	2098	"Slava"	"Medvedenko"	"Slava Medvedenko"	"Medvedenko, Slava"	"S. Medvedenko"	"1979-04-04T00:00:00"	"Ukraine"	"Ukraine"	"Ukraine/Ukraine"	"6-10"	253	6	"3"	"Forward"	"Active"	1610612737	"Hawks"	"ATL"	"hawks"	"Atlanta"	"stanislav_medvedenko"	2000	2006	"N"
"845"	0	2101	"Paul"	"McPherson"	"Paul McPherson"	"McPherson, Paul"	"P. McPherson"	"1978-07-03T00:00:00"	"DePaul"	"US"	"Tallahasee CC FL; Kennedy King Coll. IL (J.C.); De"	"6-4"	210	0	"23"	"Guard"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"HISTADD_paul_mcpherson"	2000	2000	"N"
"846"	0	2106	"Ruben"	"Wolkowyski"	"Ruben Wolkowyski"	"Wolkowyski, Ruben"	"R. Wolkowyski"	"1973-09-30T00:00:00"	"Argentina"	"Argentina"	"Argentina/Argentina"	"6-10"	275	1	"45"	"Forward"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"ruben_wolkowyski"	2000	2002	"N"
"847"	0	2109	"Eddie"	"Gill"	"Eddie Gill"	"Gill, Eddie"	"E. Gill"	"1978-08-16T00:00:00"	"Weber State"	"USA"	"Weber State/USA"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"eddie_gill"	2000	2008	"Y"
"848"	0	2121	"Terrance"	"Roberson"	"Terrance Roberson"	"Roberson, Terrance"	"T. Roberson"	"1976-12-30T00:00:00"	"Fresno State"	"US"	"Fresno State/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"HISTADD_terrance_roberson"	2000	2000	"N"
"849"	0	2123	"Garth"	"Joseph"	"Garth Joseph"	"Joseph, Garth"	"G. Joseph"	"1973-08-08T00:00:00"	"College of St. Rose (NY)"	"US"	"St. Rose College (NY)/US"	""	NA	0	""	""	"Inactive"	0	""	""	""	""	"garth_joseph"	2000	2000	"N"
